,dataset,filename,actor,emotion,length,gender,set
2151,youtube_audio_negative,vad_tokens/arina_a_106_part_1.wav,1043,neutral,8.72,male,test
2152,youtube_audio_negative,vad_tokens/arina_a_106_part_10.wav,1043,neutral,3.06,male,train
2153,youtube_audio_negative,vad_tokens/arina_a_106_part_2.wav,1043,neutral,4.98,male,train
2154,youtube_audio_negative,vad_tokens/arina_a_106_part_3.wav,1043,neutral,4.3,male,train
2155,youtube_audio_negative,vad_tokens/arina_a_106_part_4.wav,1043,neutral,3.42,male,train
2156,youtube_audio_negative,vad_tokens/arina_a_106_part_5.wav,1043,neutral,4.54,male,test
2157,youtube_audio_negative,vad_tokens/arina_a_106_part_6.wav,1043,neutral,2.92,male,train
2158,youtube_audio_negative,vad_tokens/arina_a_106_part_7.wav,1043,neutral,5.2,male,test
2159,youtube_audio_negative,vad_tokens/arina_a_106_part_8.wav,1043,neutral,2.66,male,train
2160,youtube_audio_negative,vad_tokens/arina_a_106_part_9.wav,1043,neutral,3.56,male,train
2161,youtube_audio_negative,vad_tokens/arina_a_107_part_1.wav,1043,neutral,8.16,male,train
2162,youtube_audio_negative,vad_tokens/arina_a_107_part_10.wav,1043,neutral,3.46,male,train
2163,youtube_audio_negative,vad_tokens/arina_a_107_part_11.wav,1043,neutral,4.66,male,test
2164,youtube_audio_negative,vad_tokens/arina_a_107_part_12.wav,1043,neutral,2.96,male,train
2165,youtube_audio_negative,vad_tokens/arina_a_107_part_2.wav,1043,neutral,2.12,male,train
2166,youtube_audio_negative,vad_tokens/arina_a_107_part_3.wav,1043,neutral,2.1,male,train
2167,youtube_audio_negative,vad_tokens/arina_a_107_part_4.wav,1043,neutral,8.28,male,train
2168,youtube_audio_negative,vad_tokens/arina_a_107_part_5.wav,1043,neutral,3.64,male,train
2169,youtube_audio_negative,vad_tokens/arina_a_107_part_6.wav,1043,neutral,3.12,male,train
2170,youtube_audio_negative,vad_tokens/arina_a_107_part_7.wav,1043,neutral,5.14,male,train
2171,youtube_audio_negative,vad_tokens/arina_a_107_part_8.wav,1043,neutral,3.12,male,test
2172,youtube_audio_negative,vad_tokens/arina_a_107_part_9.wav,1043,neutral,5.76,male,train
2173,youtube_audio_negative,vad_tokens/arina_a_108_part_1.wav,1043,neutral,10.0,male,train
2174,youtube_audio_negative,vad_tokens/arina_a_108_part_2.wav,1043,neutral,7.84,male,train
2175,youtube_audio_negative,vad_tokens/arina_a_108_part_3.wav,1043,neutral,3.66,male,train
2176,youtube_audio_negative,vad_tokens/arina_a_108_part_4.wav,1043,neutral,2.82,male,test
2177,youtube_audio_negative,vad_tokens/arina_a_108_part_5.wav,1043,neutral,2.8,male,train
2178,youtube_audio_negative,vad_tokens/arina_a_108_part_6.wav,1043,neutral,2.22,male,train
2179,youtube_audio_negative,vad_tokens/arina_a_108_part_7.wav,1043,neutral,5.04,male,train
2180,youtube_audio_negative,vad_tokens/arina_a_108_part_8.wav,1043,neutral,1.9,male,train
2181,youtube_audio_negative,vad_tokens/arina_a_108_part_9.wav,1043,neutral,5.28,male,train
2182,youtube_audio_negative,vad_tokens/arina_a_109_part_1.wav,1043,neutral,9.0,male,test
2183,youtube_audio_negative,vad_tokens/arina_a_109_part_2.wav,1043,neutral,8.62,male,train
2184,youtube_audio_negative,vad_tokens/arina_a_109_part_3.wav,1043,neutral,4.56,male,train
2185,youtube_audio_negative,vad_tokens/arina_a_109_part_4.wav,1043,neutral,3.72,male,train
2186,youtube_audio_negative,vad_tokens/arina_a_109_part_5.wav,1043,neutral,6.28,male,train
2187,youtube_audio_negative,vad_tokens/arina_a_109_part_6.wav,1043,neutral,2.08,male,test
2188,youtube_audio_negative,vad_tokens/arina_a_109_part_7.wav,1043,neutral,4.180680272108844,male,train
2189,youtube_audio_negative,vad_tokens/arina_a_110_part_1.wav,1043,neutral,8.74,male,train
2190,youtube_audio_negative,vad_tokens/arina_a_110_part_2.wav,1043,neutral,7.9,male,train
2191,youtube_audio_negative,vad_tokens/arina_a_110_part_3.wav,1043,neutral,6.32,male,train
2192,youtube_audio_negative,vad_tokens/arina_a_110_part_4.wav,1043,neutral,2.98,male,train
2193,youtube_audio_negative,vad_tokens/arina_a_110_part_5.wav,1043,neutral,6.9,male,train
2194,youtube_audio_negative,vad_tokens/arina_a_110_part_6.wav,1043,neutral,4.36,male,train
2195,youtube_audio_negative,vad_tokens/arina_a_110_part_7.wav,1043,neutral,3.14,male,train
2196,youtube_audio_negative,vad_tokens/arina_a_110_part_8.wav,1043,neutral,2.58,male,train
2197,youtube_audio_negative,vad_tokens/arina_a_111_part_1.wav,1043,neutral,8.020680272108844,male,test
2198,youtube_audio_negative,vad_tokens/arina_a_111_part_2.wav,1043,neutral,4.32,male,train
2199,youtube_audio_negative,vad_tokens/arina_a_111_part_3.wav,1043,neutral,8.14,male,test
2200,youtube_audio_negative,vad_tokens/arina_a_111_part_4.wav,1043,neutral,3.46,male,train
2201,youtube_audio_negative,vad_tokens/arina_a_111_part_5.wav,1043,neutral,3.8,male,train
2202,youtube_audio_negative,vad_tokens/arina_a_111_part_6.wav,1043,neutral,5.12,male,train
2203,youtube_audio_negative,vad_tokens/arina_a_111_part_7.wav,1043,neutral,3.34,male,test
2204,youtube_audio_negative,vad_tokens/arina_a_111_part_8.wav,1043,neutral,3.82,male,train
2205,youtube_audio_negative,vad_tokens/arina_a_111_part_9.wav,1043,neutral,1.86,male,train
2206,youtube_audio_negative,vad_tokens/arina_a_112_part_1.wav,1043,neutral,7.94,male,train
2207,youtube_audio_negative,vad_tokens/arina_a_112_part_2.wav,1043,neutral,9.1,male,train
2208,youtube_audio_negative,vad_tokens/arina_a_112_part_3.wav,1043,neutral,3.98,male,train
2209,youtube_audio_negative,vad_tokens/arina_a_112_part_4.wav,1043,neutral,4.0,male,train
2210,youtube_audio_negative,vad_tokens/arina_a_112_part_5.wav,1043,neutral,7.56,male,train
2211,youtube_audio_negative,vad_tokens/arina_a_112_part_6.wav,1043,neutral,2.88,male,train
2212,youtube_audio_negative,vad_tokens/arina_a_112_part_7.wav,1043,neutral,4.66,male,train
2213,youtube_audio_negative,vad_tokens/arina_a_113_part_1.wav,1043,neutral,5.28,male,train
2214,youtube_audio_negative,vad_tokens/arina_a_113_part_2.wav,1043,neutral,4.36,male,train
2215,youtube_audio_negative,vad_tokens/arina_a_113_part_3.wav,1043,neutral,4.72,male,test
2216,youtube_audio_negative,vad_tokens/arina_a_113_part_4.wav,1043,neutral,4.66,male,train
2217,youtube_audio_negative,vad_tokens/arina_a_113_part_5.wav,1043,neutral,4.86,male,train
2218,youtube_audio_negative,vad_tokens/arina_a_113_part_6.wav,1043,neutral,3.38,male,train
2219,youtube_audio_negative,vad_tokens/arina_a_113_part_7.wav,1043,neutral,4.899002267573696,male,train
2220,youtube_audio_negative,vad_tokens/arina_a_114_part_1.wav,1043,neutral,7.06,male,train
2221,youtube_audio_negative,vad_tokens/arina_a_114_part_2.wav,1043,neutral,4.24,male,train
2222,youtube_audio_negative,vad_tokens/arina_a_114_part_3.wav,1043,neutral,4.54,male,train
2223,youtube_audio_negative,vad_tokens/arina_a_114_part_4.wav,1043,neutral,2.98,male,train
2224,youtube_audio_negative,vad_tokens/arina_a_114_part_5.wav,1043,neutral,7.22,male,train
2225,youtube_audio_negative,vad_tokens/arina_a_114_part_6.wav,1043,neutral,1.88,male,train
2226,youtube_audio_negative,vad_tokens/arina_a_114_part_7.wav,1043,neutral,4.88,male,train
2227,youtube_audio_negative,vad_tokens/arina_a_115_part_1.wav,1043,neutral,7.76,male,test
2228,youtube_audio_negative,vad_tokens/arina_a_115_part_10.wav,1043,neutral,3.84,male,test
2229,youtube_audio_negative,vad_tokens/arina_a_115_part_2.wav,1043,neutral,2.5,male,train
2230,youtube_audio_negative,vad_tokens/arina_a_115_part_3.wav,1043,neutral,6.24,male,train
2231,youtube_audio_negative,vad_tokens/arina_a_115_part_4.wav,1043,neutral,3.96,male,train
2232,youtube_audio_negative,vad_tokens/arina_a_115_part_5.wav,1043,neutral,2.74,male,test
2233,youtube_audio_negative,vad_tokens/arina_a_115_part_6.wav,1043,neutral,3.68,male,train
2234,youtube_audio_negative,vad_tokens/arina_a_115_part_7.wav,1043,neutral,2.42,male,train
2235,youtube_audio_negative,vad_tokens/arina_a_116_part_1.wav,1043,neutral,5.78,male,train
2236,youtube_audio_negative,vad_tokens/arina_a_116_part_2.wav,1043,neutral,5.84,male,train
2237,youtube_audio_negative,vad_tokens/arina_a_116_part_3.wav,1043,neutral,3.62,male,test
2238,youtube_audio_negative,vad_tokens/arina_a_116_part_4.wav,1043,neutral,3.32,male,train
2239,youtube_audio_negative,vad_tokens/arina_a_116_part_5.wav,1043,neutral,3.0,male,train
2240,youtube_audio_negative,vad_tokens/arina_a_116_part_6.wav,1043,neutral,1.98,male,train
2241,youtube_audio_negative,vad_tokens/arina_a_116_part_7.wav,1043,neutral,4.74,male,train
2242,youtube_audio_negative,vad_tokens/arina_a_117_part_1.wav,1043,neutral,5.86,male,train
2243,youtube_audio_negative,vad_tokens/arina_a_117_part_2.wav,1043,neutral,5.76,male,train
2244,youtube_audio_negative,vad_tokens/arina_a_117_part_3.wav,1043,neutral,3.72,male,train
2245,youtube_audio_negative,vad_tokens/arina_a_117_part_4.wav,1043,neutral,3.22,male,train
2246,youtube_audio_negative,vad_tokens/arina_a_117_part_5.wav,1043,neutral,5.5,male,train
2247,youtube_audio_negative,vad_tokens/arina_a_117_part_6.wav,1043,neutral,2.7,male,train
2248,youtube_audio_negative,vad_tokens/arina_a_117_part_7.wav,1043,neutral,4.3,male,train
2249,youtube_audio_negative,vad_tokens/arina_a_117_part_8.wav,1043,neutral,2.98,male,train
2250,youtube_audio_negative,vad_tokens/arina_a_118_part_1.wav,1043,neutral,4.08,male,train
2251,youtube_audio_negative,vad_tokens/arina_a_118_part_2.wav,1043,neutral,3.84,male,train
2252,youtube_audio_negative,vad_tokens/arina_a_118_part_3.wav,1043,neutral,5.68,male,train
2253,youtube_audio_negative,vad_tokens/arina_a_118_part_4.wav,1043,neutral,3.4,male,train
2254,youtube_audio_negative,vad_tokens/arina_a_118_part_5.wav,1043,neutral,3.36,male,train
2255,youtube_audio_negative,vad_tokens/arina_a_118_part_6.wav,1043,neutral,5.04,male,train
2256,youtube_audio_negative,vad_tokens/arina_a_118_part_7.wav,1043,neutral,1.58,male,train
2257,youtube_audio_negative,vad_tokens/arina_a_118_part_8.wav,1043,neutral,4.46,male,train
2258,youtube_audio_negative,vad_tokens/arina_a_119_part_3.wav,1043,neutral,4.34,male,train
2259,youtube_audio_negative,vad_tokens/arina_a_119_part_4.wav,1043,neutral,3.96,male,train
2260,youtube_audio_negative,vad_tokens/arina_a_119_part_5.wav,1043,neutral,4.86,male,train
2261,youtube_audio_negative,vad_tokens/arina_a_119_part_6.wav,1043,neutral,5.78,male,train
2262,youtube_audio_negative,vad_tokens/arina_a_119_part_7.wav,1043,neutral,4.12,male,train
2263,youtube_audio_negative,vad_tokens/arina_a_119_part_8.wav,1043,neutral,3.78,male,train
2264,youtube_audio_negative,vad_tokens/arina_a_120_part_1.wav,1043,neutral,8.38,male,train
2265,youtube_audio_negative,vad_tokens/arina_a_120_part_10.wav,1043,neutral,5.76,male,train
2266,youtube_audio_negative,vad_tokens/arina_a_120_part_2.wav,1043,neutral,3.96,male,test
2267,youtube_audio_negative,vad_tokens/arina_a_120_part_3.wav,1043,neutral,6.56,male,train
2268,youtube_audio_negative,vad_tokens/arina_a_120_part_4.wav,1043,neutral,4.16,male,train
2269,youtube_audio_negative,vad_tokens/arina_a_120_part_5.wav,1043,neutral,4.24,male,train
2270,youtube_audio_negative,vad_tokens/arina_a_120_part_6.wav,1043,neutral,3.54,male,train
2271,youtube_audio_negative,vad_tokens/arina_a_120_part_7.wav,1043,neutral,2.52,male,train
2272,youtube_audio_negative,vad_tokens/arina_a_120_part_8.wav,1043,neutral,9.96,male,train
2273,youtube_audio_negative,vad_tokens/arina_a_120_part_9.wav,1043,neutral,2.2,male,train
2274,youtube_audio_negative,vad_tokens/arina_a_121_part_1.wav,1043,neutral,3.8,male,train
2275,youtube_audio_negative,vad_tokens/arina_a_121_part_2.wav,1043,neutral,7.54,male,train
2276,youtube_audio_negative,vad_tokens/arina_a_121_part_5.wav,1043,neutral,4.9,male,train
2277,youtube_audio_negative,vad_tokens/arina_a_121_part_6.wav,1043,neutral,5.66,male,train
2278,youtube_audio_negative,vad_tokens/arina_a_121_part_7.wav,1043,neutral,2.88,male,train
2279,youtube_audio_negative,vad_tokens/arina_a_121_part_8.wav,1043,neutral,3.4,male,train
2280,youtube_audio_negative,vad_tokens/arina_a_121_part_9.wav,1043,neutral,3.18,male,train
2281,youtube_audio_negative,vad_tokens/arina_a_122_part_1.wav,1043,neutral,7.06,male,train
2282,youtube_audio_negative,vad_tokens/arina_a_122_part_2.wav,1043,neutral,4.08,male,test
2283,youtube_audio_negative,vad_tokens/arina_a_122_part_3.wav,1043,neutral,3.56,male,train
2284,youtube_audio_negative,vad_tokens/arina_a_122_part_4.wav,1043,neutral,4.8,male,train
2285,youtube_audio_negative,vad_tokens/arina_a_122_part_5.wav,1043,neutral,4.22,male,train
2286,youtube_audio_negative,vad_tokens/arina_a_122_part_6.wav,1043,neutral,2.52,male,train
2287,youtube_audio_negative,vad_tokens/arina_a_123_part_1.wav,1043,neutral,9.1,male,train
2288,youtube_audio_negative,vad_tokens/arina_a_123_part_10.wav,1043,neutral,2.16,male,train
2289,youtube_audio_negative,vad_tokens/arina_a_123_part_2.wav,1043,neutral,4.98,male,train
2290,youtube_audio_negative,vad_tokens/arina_a_123_part_3.wav,1043,neutral,5.26,male,train
2291,youtube_audio_negative,vad_tokens/arina_a_123_part_4.wav,1043,neutral,3.0,male,train
2292,youtube_audio_negative,vad_tokens/arina_a_123_part_5.wav,1043,neutral,3.62,male,train
2293,youtube_audio_negative,vad_tokens/arina_a_123_part_6.wav,1043,neutral,1.84,male,train
2294,youtube_audio_negative,vad_tokens/arina_a_123_part_7.wav,1043,neutral,6.52,male,train
2295,youtube_audio_negative,vad_tokens/arina_a_123_part_8.wav,1043,neutral,1.64,male,train
2296,youtube_audio_negative,vad_tokens/arina_a_123_part_9.wav,1043,neutral,4.48,male,train
2297,youtube_audio_negative,vad_tokens/arina_a_124_part_1.wav,1043,neutral,10.52,male,train
2298,youtube_audio_negative,vad_tokens/arina_a_124_part_10.wav,1043,neutral,4.1,male,train
2299,youtube_audio_negative,vad_tokens/arina_a_124_part_2.wav,1043,neutral,3.68,male,train
2300,youtube_audio_negative,vad_tokens/arina_a_124_part_3.wav,1043,neutral,7.72,male,train
2301,youtube_audio_negative,vad_tokens/arina_a_124_part_4.wav,1043,neutral,5.22,male,train
2302,youtube_audio_negative,vad_tokens/arina_a_124_part_5.wav,1043,neutral,3.3,male,train
2303,youtube_audio_negative,vad_tokens/arina_a_124_part_6.wav,1043,neutral,2.9006802721088434,male,train
2304,youtube_audio_negative,vad_tokens/arina_a_124_part_7.wav,1043,neutral,2.32,male,train
2305,youtube_audio_negative,vad_tokens/arina_a_124_part_8.wav,1043,neutral,6.28,male,train
2306,youtube_audio_negative,vad_tokens/arina_a_124_part_9.wav,1043,neutral,3.36,male,train
2307,youtube_audio_negative,vad_tokens/arina_a_125_part_1.wav,1043,neutral,8.5,male,train
2308,youtube_audio_negative,vad_tokens/arina_a_125_part_2.wav,1043,neutral,12.44,male,train
2309,youtube_audio_negative,vad_tokens/arina_a_125_part_3.wav,1043,neutral,6.6,male,train
2310,youtube_audio_negative,vad_tokens/arina_a_125_part_4.wav,1043,neutral,3.08,male,train
2311,youtube_audio_negative,vad_tokens/arina_a_125_part_5.wav,1043,neutral,4.74,male,test
2312,youtube_audio_negative,vad_tokens/arina_a_125_part_6.wav,1043,neutral,2.52,male,test
2313,youtube_audio_negative,vad_tokens/arina_a_125_part_7.wav,1043,neutral,1.86,male,test
2314,youtube_audio_negative,vad_tokens/arina_a_125_part_8.wav,1043,neutral,2.22,male,train
2315,youtube_audio_negative,vad_tokens/arina_a_125_part_9.wav,1043,neutral,4.72,male,test
2316,youtube_audio_negative,vad_tokens/arina_a_126_part_1.wav,1043,neutral,2.88,male,train
2317,youtube_audio_negative,vad_tokens/arina_a_126_part_10.wav,1043,neutral,3.72,male,train
2318,youtube_audio_negative,vad_tokens/arina_a_126_part_11.wav,1043,neutral,2.6,male,train
2319,youtube_audio_negative,vad_tokens/arina_a_126_part_2.wav,1043,neutral,5.62,male,train
2320,youtube_audio_negative,vad_tokens/arina_a_126_part_3.wav,1043,neutral,6.02,male,train
2321,youtube_audio_negative,vad_tokens/arina_a_126_part_4.wav,1043,neutral,4.4,male,train
2322,youtube_audio_negative,vad_tokens/arina_a_126_part_5.wav,1043,neutral,2.7,male,test
2323,youtube_audio_negative,vad_tokens/arina_a_126_part_6.wav,1043,neutral,4.0,male,train
2324,youtube_audio_negative,vad_tokens/arina_a_126_part_7.wav,1043,neutral,1.98,male,train
2325,youtube_audio_negative,vad_tokens/arina_a_126_part_8.wav,1043,neutral,4.82,male,train
2326,youtube_audio_negative,vad_tokens/arina_a_126_part_9.wav,1043,neutral,1.9,male,test
2327,youtube_audio_negative,vad_tokens/arina_a_127_part_1.wav,1043,neutral,4.98,male,train
2328,youtube_audio_negative,vad_tokens/arina_a_127_part_10.wav,1043,neutral,4.74,male,train
2329,youtube_audio_negative,vad_tokens/arina_a_127_part_11.wav,1043,neutral,3.34,male,train
2330,youtube_audio_negative,vad_tokens/arina_a_127_part_12.wav,1043,neutral,2.6,male,train
2331,youtube_audio_negative,vad_tokens/arina_a_127_part_2.wav,1043,neutral,2.62,male,test
2332,youtube_audio_negative,vad_tokens/arina_a_127_part_3.wav,1043,neutral,6.22,male,train
2333,youtube_audio_negative,vad_tokens/arina_a_127_part_4.wav,1043,neutral,3.64,male,train
2334,youtube_audio_negative,vad_tokens/arina_a_127_part_5.wav,1043,neutral,5.22,male,train
2335,youtube_audio_negative,vad_tokens/arina_a_127_part_6.wav,1043,neutral,4.74,male,train
2336,youtube_audio_negative,vad_tokens/arina_a_127_part_7.wav,1043,neutral,2.78,male,test
2337,youtube_audio_negative,vad_tokens/arina_a_127_part_8.wav,1043,neutral,3.76,male,train
2338,youtube_audio_negative,vad_tokens/arina_a_127_part_9.wav,1043,neutral,2.48,male,train
2339,youtube_audio_negative,vad_tokens/arina_a_128_part_1.wav,1043,neutral,7.52,male,train
2340,youtube_audio_negative,vad_tokens/arina_a_128_part_2.wav,1043,neutral,7.38,male,train
2341,youtube_audio_negative,vad_tokens/arina_a_128_part_3.wav,1043,neutral,5.0,male,train
2342,youtube_audio_negative,vad_tokens/arina_a_128_part_4.wav,1043,neutral,2.9006802721088434,male,train
2343,youtube_audio_negative,vad_tokens/arina_a_128_part_5.wav,1043,neutral,5.58,male,train
2344,youtube_audio_negative,vad_tokens/arina_a_128_part_6.wav,1043,neutral,4.0,male,train
2345,youtube_audio_negative,vad_tokens/arina_a_128_part_7.wav,1043,neutral,5.02,male,train
2346,youtube_audio_negative,vad_tokens/arina_a_129_part_3.wav,1043,neutral,6.64,male,train
2347,youtube_audio_negative,vad_tokens/arina_a_129_part_4.wav,1043,neutral,3.14,male,train
2348,youtube_audio_negative,vad_tokens/arina_a_129_part_5.wav,1043,neutral,3.56,male,train
2349,youtube_audio_negative,vad_tokens/arina_a_129_part_6.wav,1043,neutral,9.44,male,train
2350,youtube_audio_negative,vad_tokens/arina_a_129_part_7.wav,1043,neutral,2.78,male,test
2351,youtube_audio_negative,vad_tokens/arina_a_129_part_8.wav,1043,neutral,5.04,male,train
2352,youtube_audio_negative,vad_tokens/arina_a_130_part_1.wav,1043,neutral,5.94,male,train
2353,youtube_audio_negative,vad_tokens/arina_a_130_part_10.wav,1043,neutral,1.78,male,train
2354,youtube_audio_negative,vad_tokens/arina_a_130_part_11.wav,1043,neutral,5.1,male,test
2355,youtube_audio_negative,vad_tokens/arina_a_130_part_2.wav,1043,neutral,1.44,male,test
2356,youtube_audio_negative,vad_tokens/arina_a_130_part_3.wav,1043,neutral,1.7,male,train
2357,youtube_audio_negative,vad_tokens/arina_a_130_part_4.wav,1043,neutral,6.36,male,train
2358,youtube_audio_negative,vad_tokens/arina_a_130_part_6.wav,1043,neutral,2.12,male,train
2359,youtube_audio_negative,vad_tokens/arina_a_130_part_7.wav,1043,neutral,2.82,male,train
2360,youtube_audio_negative,vad_tokens/arina_a_130_part_8.wav,1043,neutral,2.5,male,train
2361,youtube_audio_negative,vad_tokens/arina_a_130_part_9.wav,1043,neutral,4.4,male,train
2362,youtube_audio_negative,vad_tokens/arina_a_131_part_1.wav,1043,neutral,6.76,male,test
2363,youtube_audio_negative,vad_tokens/arina_a_131_part_10.wav,1043,neutral,2.12,male,train
2364,youtube_audio_negative,vad_tokens/arina_a_131_part_11.wav,1043,neutral,3.94,male,train
2365,youtube_audio_negative,vad_tokens/arina_a_131_part_12.wav,1043,neutral,2.58,male,train
2366,youtube_audio_negative,vad_tokens/arina_a_131_part_2.wav,1043,neutral,7.92,male,train
2367,youtube_audio_negative,vad_tokens/arina_a_131_part_3.wav,1043,neutral,4.06,male,test
2368,youtube_audio_negative,vad_tokens/arina_a_131_part_4.wav,1043,neutral,2.68,male,train
2369,youtube_audio_negative,vad_tokens/arina_a_131_part_5.wav,1043,neutral,8.3,male,train
2370,youtube_audio_negative,vad_tokens/arina_a_131_part_6.wav,1043,neutral,2.2,male,train
2371,youtube_audio_negative,vad_tokens/arina_a_131_part_7.wav,1043,neutral,1.88,male,test
2372,youtube_audio_negative,vad_tokens/arina_a_131_part_8.wav,1043,neutral,1.38,male,train
2373,youtube_audio_negative,vad_tokens/arina_a_131_part_9.wav,1043,neutral,1.94,male,train
2374,youtube_audio_negative,vad_tokens/arina_a_132_part_1.wav,1043,neutral,5.9,male,train
2375,youtube_audio_negative,vad_tokens/arina_a_132_part_10.wav,1043,neutral,3.72,male,train
2376,youtube_audio_negative,vad_tokens/arina_a_132_part_2.wav,1043,neutral,5.78,male,train
2377,youtube_audio_negative,vad_tokens/arina_a_132_part_3.wav,1043,neutral,2.2,male,train
2378,youtube_audio_negative,vad_tokens/arina_a_132_part_4.wav,1043,neutral,3.7,male,train
2379,youtube_audio_negative,vad_tokens/arina_a_132_part_5.wav,1043,neutral,4.54,male,train
2380,youtube_audio_negative,vad_tokens/arina_a_132_part_6.wav,1043,neutral,1.24,male,train
2381,youtube_audio_negative,vad_tokens/arina_a_132_part_7.wav,1043,neutral,8.08,male,train
2382,youtube_audio_negative,vad_tokens/arina_a_132_part_8.wav,1043,neutral,2.72,male,train
2383,youtube_audio_negative,vad_tokens/arina_a_132_part_9.wav,1043,neutral,5.04,male,train
2384,youtube_audio_negative,vad_tokens/arina_a_133_part_1.wav,1043,neutral,9.300680272108844,male,train
2385,youtube_audio_negative,vad_tokens/arina_a_133_part_2.wav,1043,neutral,6.26,male,train
2386,youtube_audio_negative,vad_tokens/arina_a_133_part_3.wav,1043,neutral,4.46,male,train
2387,youtube_audio_negative,vad_tokens/arina_a_133_part_4.wav,1043,neutral,3.66,male,test
2388,youtube_audio_negative,vad_tokens/arina_a_133_part_5.wav,1043,neutral,3.9,male,train
2389,youtube_audio_negative,vad_tokens/arina_a_133_part_6.wav,1043,neutral,3.46,male,test
2390,youtube_audio_negative,vad_tokens/arina_a_133_part_7.wav,1043,neutral,5.7,male,train
2391,youtube_audio_negative,vad_tokens/arina_a_133_part_8.wav,1043,neutral,4.14,male,train
2392,youtube_audio_negative,vad_tokens/arina_a_133_part_9.wav,1043,neutral,4.64,male,train
2393,youtube_audio_negative,vad_tokens/arina_a_134_part_1.wav,1043,neutral,5.12,male,train
2394,youtube_audio_negative,vad_tokens/arina_a_134_part_10.wav,1043,neutral,3.14,male,train
2395,youtube_audio_negative,vad_tokens/arina_a_134_part_11.wav,1043,neutral,2.54,male,train
2396,youtube_audio_negative,vad_tokens/arina_a_134_part_2.wav,1043,neutral,4.6,male,train
2397,youtube_audio_negative,vad_tokens/arina_a_134_part_3.wav,1043,neutral,6.82,male,train
2398,youtube_audio_negative,vad_tokens/arina_a_134_part_4.wav,1043,neutral,5.78,male,train
2399,youtube_audio_negative,vad_tokens/arina_a_134_part_5.wav,1043,neutral,4.32,male,test
2400,youtube_audio_negative,vad_tokens/arina_a_134_part_6.wav,1043,neutral,2.92,male,train
2401,youtube_audio_negative,vad_tokens/arina_a_134_part_7.wav,1043,neutral,2.0,male,train
2402,youtube_audio_negative,vad_tokens/arina_a_134_part_8.wav,1043,neutral,4.520272108843537,male,test
2403,youtube_audio_negative,vad_tokens/arina_a_134_part_9.wav,1043,neutral,2.32,male,train
2404,youtube_audio_negative,vad_tokens/arina_a_135_part_1.wav,1043,neutral,6.42,male,train
2405,youtube_audio_negative,vad_tokens/arina_a_135_part_2.wav,1043,neutral,3.88,male,test
2406,youtube_audio_negative,vad_tokens/arina_a_135_part_3.wav,1043,neutral,6.1,male,train
2407,youtube_audio_negative,vad_tokens/arina_a_135_part_4.wav,1043,neutral,3.84,male,train
2408,youtube_audio_negative,vad_tokens/arina_a_135_part_5.wav,1043,neutral,3.06,male,train
2409,youtube_audio_negative,vad_tokens/arina_a_135_part_6.wav,1043,neutral,10.34,male,train
2410,youtube_audio_negative,vad_tokens/arina_a_135_part_7.wav,1043,neutral,3.14,male,train
2411,youtube_audio_negative,vad_tokens/arina_a_135_part_8.wav,1043,neutral,4.46,male,train
2412,youtube_audio_negative,vad_tokens/arina_a_136_part_1.wav,1043,neutral,5.86,male,train
2413,youtube_audio_negative,vad_tokens/arina_a_136_part_2.wav,1043,neutral,7.4,male,train
2414,youtube_audio_negative,vad_tokens/arina_a_136_part_3.wav,1043,neutral,5.16,male,train
2415,youtube_audio_negative,vad_tokens/arina_a_136_part_4.wav,1043,neutral,2.34,male,train
2416,youtube_audio_negative,vad_tokens/arina_a_136_part_5.wav,1043,neutral,4.520272108843537,male,train
2417,youtube_audio_negative,vad_tokens/arina_a_136_part_6.wav,1043,neutral,4.180680272108844,male,train
2418,youtube_audio_negative,vad_tokens/arina_a_136_part_7.wav,1043,neutral,6.38,male,train
2419,youtube_audio_negative,vad_tokens/arina_a_136_part_8.wav,1043,neutral,3.88,male,train
2420,youtube_audio_negative,vad_tokens/arina_a_136_part_9.wav,1043,neutral,4.24,male,train
2421,youtube_audio_negative,vad_tokens/arina_a_137_part_1.wav,1043,neutral,7.0,male,train
2422,youtube_audio_negative,vad_tokens/arina_a_137_part_2.wav,1043,neutral,6.24,male,train
2423,youtube_audio_negative,vad_tokens/arina_a_137_part_3.wav,1043,neutral,4.48,male,train
2424,youtube_audio_negative,vad_tokens/arina_a_137_part_4.wav,1043,neutral,3.32,male,train
2425,youtube_audio_negative,vad_tokens/arina_a_137_part_5.wav,1043,neutral,8.58,male,train
2426,youtube_audio_negative,vad_tokens/arina_a_137_part_6.wav,1043,neutral,3.64,male,train
2427,youtube_audio_negative,vad_tokens/arina_a_137_part_7.wav,1043,neutral,4.74,male,train
2428,youtube_audio_negative,vad_tokens/arina_a_138_part_1.wav,1043,neutral,7.38,male,train
2429,youtube_audio_negative,vad_tokens/arina_a_138_part_10.wav,1043,neutral,2.98,male,train
2430,youtube_audio_negative,vad_tokens/arina_a_138_part_2.wav,1043,neutral,3.94,male,train
2431,youtube_audio_negative,vad_tokens/arina_a_138_part_3.wav,1043,neutral,4.06,male,test
2432,youtube_audio_negative,vad_tokens/arina_a_138_part_4.wav,1043,neutral,3.98,male,train
2433,youtube_audio_negative,vad_tokens/arina_a_138_part_5.wav,1043,neutral,4.1,male,test
2434,youtube_audio_negative,vad_tokens/arina_a_138_part_6.wav,1043,neutral,3.08,male,train
