,dataset,filename,actor,emotion,length,gender,set
2283,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk111.wav,817,angry,13.505306,male,test
2284,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk112.wav,818,angry,3.526531,male,train
2285,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk113.wav,819,angry,2.507755,male,test
2286,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk114.wav,820,angry,11.52,male,train
2287,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk115.wav,821,angry,12.538776,male,train
2288,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk116.wav,822,angry,5.511837,male,train
2289,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk117.wav,823,angry,7.523265,male,train
2290,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk118.wav,824,angry,2.533878,male,train
2291,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk119.wav,825,angry,3.526531,male,train
2292,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk120.wav,826,angry,2.533878,male,train
2293,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk121.wav,827,angry,2.507755,male,train
2294,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk122.wav,828,angry,8.515918,male,train
2295,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk123.wav,829,angry,40.542041,male,train
2296,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk124.wav,830,angry,7.523265,male,test
2297,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk125.wav,831,angry,8.515918,male,train
2298,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk126.wav,832,angry,21.498776,male,train
2299,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk127.wav,833,angry,2.507755,male,train
2300,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk128.wav,834,angry,10.527347,male,train
2301,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk129.wav,835,angry,6.50449,male,train
2302,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk130.wav,836,angry,11.546122,male,train
2303,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk131.wav,837,angry,39.523265,male,train
2304,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk132.wav,838,angry,11.52,male,train
2305,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk133.wav,839,angry,13.531429,male,train
2306,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk134.wav,840,angry,10.527347,male,train
2307,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk135.wav,841,angry,9.508571,male,train
2308,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk136.wav,842,angry,5.537959,male,train
2309,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk137.wav,843,angry,4.519184,male,train
2310,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk138.wav,844,angry,58.540408,male,train
2311,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk139.wav,845,angry,23.510204,male,train
2312,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk140.wav,846,angry,7.523265,male,train
2313,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk141.wav,847,angry,13.531429,male,test
2314,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk142.wav,848,angry,8.515918,male,train
2315,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk143.wav,849,angry,4.519184,male,train
2316,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk144.wav,850,angry,2.533878,male,train
2317,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk145.wav,851,angry,5.537959,male,train
2318,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk146.wav,852,angry,14.524082,male,train
2319,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk147.wav,853,angry,2.533878,male,train
2320,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk148.wav,854,angry,3.526531,male,train
2321,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk149.wav,855,angry,15.516735,male,train
2322,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk150.wav,856,angry,1.541224,male,train
2323,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk151.wav,857,angry,2.533878,male,train
2324,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk152.wav,858,angry,4.519184,male,train
2325,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk153.wav,859,angry,2.533878,male,test
2326,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk154.wav,860,angry,9.508571,male,train
2327,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk155.wav,861,angry,8.515918,male,train
2328,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk156.wav,862,angry,1.515102,male,train
2329,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk157.wav,863,angry,1.515102,male,train
2330,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk158.wav,864,angry,5.537959,male,test
2331,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk159.wav,865,angry,3.526531,male,train
2332,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk160.wav,866,angry,5.537959,male,train
2333,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk161.wav,867,angry,1.515102,male,train
2334,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk162.wav,868,angry,3.526531,male,train
2335,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk163.wav,869,angry,7.523265,male,train
2336,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk164.wav,870,angry,4.519184,male,train
2337,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk165.wav,871,angry,1.515102,male,train
2338,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk166.wav,872,angry,5.511837,male,test
2339,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk167.wav,873,angry,2.507755,male,train
2340,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk168.wav,874,angry,3.526531,male,train
2341,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk169.wav,875,angry,2.533878,male,train
2342,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk170.wav,876,angry,24.502857,male,train
2343,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk171.wav,877,angry,4.519184,male,train
2344,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk172.wav,878,angry,8.542041,male,train
2345,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk173.wav,879,angry,18.520816,male,train
2346,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk174.wav,880,angry,54.543673,male,train
2347,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk175.wav,881,angry,3.526531,male,train
2348,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk176.wav,882,angry,10.527347,male,test
2349,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk177.wav,883,angry,6.556735,male,train
2350,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk178.wav,884,angry,7.523265,male,train
2351,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk179.wav,885,angry,35.500408,male,train
2352,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk180.wav,886,angry,2.507755,male,train
2353,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk181.wav,887,angry,2.507755,male,train
2354,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk182.wav,888,angry,152.502857,male,train
2355,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk183.wav,889,angry,7.523265,male,train
2356,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk184.wav,890,angry,3.526531,male,train
2357,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk185.wav,891,angry,1.541224,male,train
2358,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk186.wav,892,angry,18.520816,male,train
2359,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk187.wav,893,angry,4.519184,male,train
2360,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk188.wav,894,angry,9.508571,male,train
2361,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk189.wav,895,angry,6.50449,male,test
2362,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-161213_chunk190.wav,896,angry,4.205714,male,train
2363,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk1.wav,897,angry,14.236735,male,train
2364,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk2.wav,898,angry,4.519184,male,train
2365,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk3.wav,899,angry,10.501224,male,train
2366,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk4.wav,900,angry,1.515102,male,train
2367,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk5.wav,901,angry,2.56,male,train
2368,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk6.wav,902,angry,1.515102,male,train
2369,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk7.wav,903,angry,2.533878,male,train
2370,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk8.wav,904,angry,2.533878,male,train
2371,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk9.wav,905,angry,1.515102,male,train
2372,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk10.wav,906,angry,12.538776,male,train
2373,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk11.wav,907,angry,4.545306,male,train
2374,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk12.wav,908,angry,1.541224,male,train
2375,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk13.wav,909,angry,3.526531,male,train
2376,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk14.wav,910,angry,5.564082,male,train
2377,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk15.wav,911,angry,12.512653,male,train
2378,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk16.wav,912,angry,34.507755,male,train
2379,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk17.wav,913,angry,13.505306,male,train
2380,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk18.wav,914,angry,25.521633,male,test
2381,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk19.wav,915,angry,2.507755,male,train
2382,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk20.wav,916,angry,16.509388,male,train
2383,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk21.wav,917,angry,17.528163,male,train
2384,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk22.wav,918,angry,1.541224,male,test
2385,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk23.wav,919,angry,3.526531,male,train
2386,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk24.wav,920,angry,6.530612,male,train
2387,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk25.wav,921,angry,2.533878,male,train
2388,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk26.wav,922,angry,2.533878,male,test
2389,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk27.wav,923,angry,15.516735,male,train
2390,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk28.wav,924,angry,23.510204,male,train
2391,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk29.wav,925,angry,13.531429,male,train
2392,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk30.wav,926,angry,5.537959,male,train
2393,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk31.wav,927,angry,29.518367,male,train
2394,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk32.wav,928,angry,14.524082,male,test
2395,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk33.wav,929,angry,9.534694,male,train
2396,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk34.wav,930,angry,6.530612,male,train
2397,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk35.wav,931,angry,9.508571,male,train
2398,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk36.wav,932,angry,6.50449,male,train
2399,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk37.wav,933,angry,2.533878,male,train
2400,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk38.wav,934,angry,7.549388,male,train
2401,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk39.wav,935,angry,1.515102,male,train
2402,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk40.wav,936,angry,9.534694,male,train
2403,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk41.wav,937,angry,9.508571,male,train
2404,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk42.wav,938,angry,20.532245,male,train
2405,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk43.wav,939,angry,30.537143,male,train
2406,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk44.wav,940,angry,11.52,male,train
2407,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk45.wav,941,angry,2.507755,male,train
2408,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk46.wav,942,angry,67.526531,male,train
2409,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk47.wav,943,angry,13.505306,male,train
2410,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk48.wav,944,angry,61.518367,male,train
2411,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk49.wav,945,angry,15.516735,male,train
2412,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk50.wav,946,angry,3.526531,male,train
2413,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk51.wav,947,angry,3.526531,male,train
2414,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk52.wav,948,angry,6.530612,male,train
2415,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk53.wav,949,angry,6.530612,male,train
2416,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk54.wav,950,angry,1.515102,male,train
2417,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk55.wav,951,angry,4.545306,male,train
2418,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk56.wav,952,angry,1.515102,male,test
2419,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk57.wav,953,angry,36.519184,male,train
2420,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk58.wav,954,angry,21.524898,male,train
2421,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk59.wav,955,angry,1.515102,male,train
2422,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk60.wav,956,angry,1.515102,male,test
2423,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk61.wav,957,angry,14.524082,male,train
2424,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk62.wav,958,angry,42.527347,male,train
2425,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk63.wav,959,angry,3.526531,male,train
2426,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk64.wav,960,angry,10.527347,male,test
2427,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk65.wav,961,angry,57.521633,male,train
2428,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk66.wav,962,angry,29.54449,male,test
2429,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk67.wav,963,angry,78.524082,male,test
2430,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk68.wav,964,angry,96.522449,male,train
2431,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk69.wav,965,angry,36.545306,male,train
2432,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk70.wav,966,angry,59.533061,male,test
2433,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk71.wav,967,angry,6.530612,male,train
2434,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk72.wav,968,angry,10.527347,male,train
2435,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk73.wav,969,angry,12.512653,male,train
2436,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk74.wav,970,angry,3.526531,male,train
2437,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk75.wav,971,angry,10.527347,male,train
2438,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk76.wav,972,angry,2.533878,male,train
2439,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk77.wav,973,angry,3.526531,male,train
2440,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk78.wav,974,angry,6.530612,male,train
2441,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk79.wav,975,angry,79.516735,male,train
2442,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk80.wav,976,angry,66.533878,male,train
2443,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk81.wav,977,angry,72.568163,male,train
2444,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk82.wav,978,angry,4.519184,male,test
2445,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk83.wav,979,angry,76.538776,male,train
2446,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk84.wav,980,angry,11.52,male,train
2447,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk85.wav,981,angry,14.524082,male,test
2448,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk86.wav,982,angry,16.509388,male,train
2449,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk87.wav,983,angry,20.532245,male,train
2450,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk88.wav,984,angry,6.530612,male,train
2451,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk89.wav,985,angry,1.515102,male,train
2452,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk90.wav,986,angry,2.507755,male,train
2453,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk91.wav,987,angry,1.515102,male,train
2454,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk92.wav,988,angry,6.530612,male,train
2455,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk93.wav,989,angry,2.533878,male,train
2456,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk94.wav,990,angry,10.527347,male,train
2457,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk95.wav,991,angry,1.515102,male,train
2458,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk96.wav,992,angry,18.520816,male,train
2459,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk97.wav,993,angry,5.511837,male,train
2460,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk98.wav,994,angry,48.509388,male,train
2461,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk99.wav,995,angry,4.519184,male,train
2462,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk100.wav,996,angry,14.524082,male,train
2463,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk101.wav,997,angry,1.541224,male,train
2464,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191003-164215_chunk102.wav,998,angry,11.206531,male,test
2465,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191015-135739_chunk1.wav,999,angry,38.582857,male,train
2466,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191015-135739_chunk2.wav,1000,angry,27.611429,male,train
2467,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191015-135739_chunk3.wav,1001,angry,8.594286,male,train
2468,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191015-135739_chunk4.wav,1002,angry,22.569796,male,train
2469,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191015-135739_chunk5.wav,1003,angry,54.595918,male,test
2470,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191015-135739_chunk6.wav,1004,angry,15.56898,male,train
2471,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191015-135739_chunk7.wav,1005,angry,5.616327,male,train
2472,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191015-135739_chunk8.wav,1006,angry,45.609796,male,test
2473,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191015-135739_chunk9.wav,1007,angry,11.598367,male,train
2474,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191015-135739_chunk10.wav,1008,angry,1.567347,male,test
2475,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191015-135739_chunk11.wav,1009,angry,3.578776,male,train
2476,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191015-135739_chunk12.wav,1010,angry,3.578776,male,train
2477,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191015-135739_chunk13.wav,1011,angry,5.590204,male,train
2478,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191015-135739_chunk14.wav,1012,angry,5.616327,male,train
2479,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191015-135739_chunk15.wav,1013,angry,20.558367,male,train
2480,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191015-135739_chunk16.wav,1014,angry,1.593469,male,train
2481,youtube_recorded_on_tab,vad_tokens/youtube_recorded_on_tab_device-1312_20191015-135739_chunk17.wav,1015,angry,1.593469,male,train
